qid,label
Q35901,Ndumu
Q35923,Njebi
Q35929,Carian
Q35934,interlingua
Q35936,Ilocano
Q35938,Latino sine flexione
Q35939,Jamaican Patois
Q35947,Kokborok
Q35961,Katharevousa
Q35963,Cape Verdean Creole
Q35978,Hiligaynon
Q35981,Mündü
Q359882,Adnyamathanha
Q35990,Lepcha
Q35991,Kamas
Q359972,Basel German
Q36,Poland
Q36010,Moba
Q36016,Nda’nda’
Q36019,Medumba
Q36045,Itsekiri
Q36068,Nga'ka
Q36085,Nawdm
Q36094,Kanuri
Q36096,Mooré
Q36098,Lamba
Q36106,Ligurian
Q36109,Maithili
Q3610939,Singapore English
Q36121,Kapampangan
Q36126,Komi
Q36147,Mizo
Q36155,Coptic
Q36157,Luba-Katanga
Q36162,Koro
Q36163,Kurmanji
Q36180,writer
Q36186,Maninka
Q36196,Judaeo-Spanish
Q36202,Ladin
Q36206,Lak
Q36209,Kumyk
Q36212,Latgalian
Q36217,Lingala
Q36221,Maay-Maay language
Q36225,Mixean
Q36230,Mazatecan
Q36236,Malayalam
Q36239,New Zealand Sign Language
Q3624751,Asian Brazilians
Q3624831,Roma in Bulgaria
Q36257,Likpe
Q3626597,Phu Thai
Q36284,Serer
Q36286,Ngiemboon
Q36314,Papel
Q36337,Nzema
Q36350,Lojban
Q36355,Otomi
Q36363,Mixtec
Q36368,Kurdish
Q36387,medieval Greek
Q36392,Moldovan
Q36395,Middle English
Q36401,Punu
Q36407,Mbama
Q36411,Shipibo-Conibo people
Q36416,Poqomam
Q36432,Safaliba
Q36435,Pazeh-Kaxabu
Q36439,Ngbandi
Q36451,Māori
Q36452,Nenets
Q36459,Kombe
Q36464,Nivkh
Q36475,Nizaa
Q36489,Ovambo
Q36494,K’iche’
Q36495,Southern Min
Q36510,Modern Greek
Q36528,Teke
Q36531,Tem
Q36550,Tahltan people
Q365539,Black Canadians
Q36554,Pitkern
Q36556,Tai Nüa
Q36558,Swedish Sign Language
Q36583,Seri
Q36584,Livvi-Karelian
Q36612,Sherpa
Q36632,Nen
Q36637,Vagla
Q36644,Ebrié
Q36646,Tupuri
Q36648,Torres Strait Creole
Q36652,aljamiado
Q36653,Oscan
Q36656,Ter Sami
Q36660,Soninke
Q36663,Urhobo
Q36665,Palenquero
Q36688,South Picene
Q36692,Zhuang people
Q36708,Norn
Q36718,Shanghainese
Q36720,Nupe
Q36727,Pali
Q36730,Ottoman Turkish
Q36734,Phoenician
Q36745,Cook Islands Maori
Q36746,Rapa Nui
Q36747,Indigenous peoples of the Americas
Q36748,Pontic Greek
Q36754,Rotuman
Q3675526,Kurds of Central Anatolia
Q36759,Teochew
Q36762,Tojolab'al
Q36765,Demotic Egyptian
Q36778,Taiwanese Hokkien
Q36785,Southern Ndebele
Q36790,Sumerian
Q36803,Purépecha
Q36806,Southern Quechua
Q36807,Tarahumara
Q36808,Tzeltal
Q36809,Tzotzil
Q36811,Sorani
Q368125,Anglo-Indian people
Q36831,Chagatai
Q36846,Toki Pona
Q36850,Twi
Q3685627,Franco-Seychellois
Q36867,Udi
Q36868,Tlapanec
Q36895,Wali
Q36902,Yao
Q36928,Ugaritic
Q36931,Ubykh
Q36935,Wamey
Q36939,Vai
Q36941,Tz’utujil
Q36943,Wolayttattuwa
Q369497,Armenians in Istanbul
Q36957,Umbrian
Q36960,Wanka Quechua
Q3696210,Harakmbut people
Q369739,Ukrainians of Romania
Q36979,Wallisian
Q36983,Umbundu
Q36986,Volapük
Q36990,Zarma
Q37007,Zaghawa
Q37014,Yupik peoples
Q37015,Riksmål
Q37019,Carpathian Rusyn
Q37029,Tocharian
Q37041,Classical Chinese
Q37043933,Engst
Q370543,Ngarrindjeri
Q37059,Bishnupriya Manipuri
Q3706545,dialects of Apulia
Q3706560,Ascolano
Q3706581,Dialects of Campagna and Marittima
Q3706597,Gardenese dialect
Q3706606,Locrian Greek
Q3706616,Molisan
Q3706660,Dialet verceles
Q3707477,Filipino Australians
Q37115095,Chadima
Q371230,Ngāi Tahu
Q37155102,Onofre
Q371762,Yenish people
Q37300,Gallo
Q3732778,Esan people
Q37351,Oïl
Q3739441,saamia
Q3740241,Masaba
Q374277,Yolŋu people
Q37478952,Hindi
Q37510649,Ghareeb
Q3751098,French Brazilian
Q3752558,Basque Argentines
Q37551484,Tiv
Q37551648,Kuy
Q37560,Vulgar Latin
Q375619,Italian Sign Language
Q3756705,Connacht Irish
Q375785,Germans of Kazakhstan
Q377085,Assyrians
Q37733,Judeo-Arabic
Q3777727,Irish Argentine
Q3778014,Munster Irish
Q37845,Altaic
Q379636,Torres Strait Islanders
Q38,Italy
Q3802476,Appalachian English
Q3804346,Italians in the United Kingdom
Q3804354,Italian Eritreans
Q3804367,Italian Peruvian
Q381151,Walloon people
Q3812650,Finnish Kale
Q3813824,Sault Tribe of Chippewa Indians
Q3816974,Crenaques
Q382273,Hindko
Q3826985,Papiamento of Aruba
Q383203,Afghans in Germany
Q3832970,Tewe
Q383946,Lao people
Q3846528,Singaporean Hokkien
Q384707,Afrihili
Q3847372,Ivatan people
Q3850712,Mashco-Piro people
Q385799,Afrikaners
Q385967,African diaspora
Q387066,Swiss German
Q387073,Tzotzil people
Q3878266,Nonuya
Q388101,Anglo-Celtic Australians
Q388264,Blackfoot Confederacy
Q388315,African Brazilians
Q388449,Afro-Colombians
Q388467,Afro-Cuban
Q39,Switzerland
Q39054502,Tongan New Zealanders
Q3906610,Central Alaskan Yup'ik people
Q3906614,Meadow Mari
Q3908400,North Germanic peoples
Q39086965,South Asian Americans
Q39088263,Wotjobaluk people
Q39088282,Yuwaalaraay
Q39088778,Ngarinjin
Q39090749,Birrbay
Q39090920,Bibulman
Q39091101,Wajarri
Q3912765,Tyap
Q3913286,Mano
Q3913767,Warndarang
Q3913770,Kayardild
Q3913823,Warlmanpa
Q3913840,Wiradjuri
Q3914402,Ikom
Q3914409,Khana
Q3914412,Godié
Q3914415,Waja
Q3914420,Gyong
Q3914436,Dadiya
Q3914879,Kamo
Q3914907,Tula
Q3914920,Yala
Q3914953,Tarok
Q3915194,Polish Sign Language
Q3915357,Pular
Q3915366,Luo
Q3915386,Sapo
Q3915508,Peruvian Sign Language
Q3915654,Munichi
Q3915848,Yekhee
Q3916714,Romanian Americans
Q3918996,Belarusian Americans
Q3920817,Russians in Bulgaria
Q392316,First Nations
Q39241250,Korean Japanese
Q39248487,Langø
Q3940400,Romani people in Italy
Q394067,European people
Q39615,Krashovani
Q397,Latin
Q397297,Iranians
Q3976616,Sudanese
Q397948,Aguaruna people
Q3981009,Tapuio
Q4000968,Tuxa
Q401,cuneiform
Q4021876,Xukuru-Kariri
Q402913,Bengalis
Q403034,Idoma people
Q403092,Ebira people
Q403656,Baganda
Q40477,Slavs
Q40554819,Sicilians
Q4057928,Adhola people
Q4058280,Azerbaijanis in Russia
Q4058325,Asian people
Q4060275,Aqusha dialect
Q4065203,English Australians
Q4068780,Aargauian
Q4069698,Armenians in Tbilisi
Q4069701,Armenians in Ukraine
Q4071454,Assyrian language
Q4075226,dialect of Basel-Landschaft
Q408,Australia
Q4115170,British Indians
Q4115389,Druze in Israel
Q4115412,Dezfuli
Q4115525,Palestinians in the United States
Q4115738,Persians in Bahrain
Q4117143,Lebanese Argentines
Q41201692,Tongans
Q4120990,Indian South Africans
Q4131845,Católica
Q4144673,Mountain Mari
Q41477,Bubi people
Q415054,Acadians
Q415109,Acadian French
Q415693,Akan people
Q4161004,Ōita dialect
Q4161006,Mino dialect
Q4161011,Saga dialect
Q4172847,Filipinos
Q4180871,Memoni
Q418708,Telugu people
Q41975,Mongols
Q4200688,indigenous language of North America
Q4200801,Indian Australian
Q4200853,Indonesians
Q420651,Kposo people
Q4207412,Terengganu Malay
Q4208067,Kazakhs in Uzbekistan
Q4209424,Kalinga people
Q4218075,Kashgars
Q4221193,Kyrgyz in China
Q42365,Old English
Q42406,English people
Q4256383,Indonesian Americans
Q4262343,Melanau people
Q4264884,Kutai
Q4269361,Greek Australians
Q427036,Tigray people
Q4272184,Luxembourgish Americans
Q42740,Han Chinese people
Q427614,Limousin
Q427838,Kadazan-Dusun
Q4281200,Margi people
Q428575,Yaqui people
Q42884,Germans
Q42913882,Taiwanese Japanese
Q429908,Benue State
Q429921,rarámuri
Q430047,Central American Spanish
Q4300644,Eel River Athapaskan peoples
Q43012926,Langston
Q430396,Surzhyk
Q43103,European Americans
Q431164,Arab-Christians
Q432,Islam
Q432324,Pataxó
Q43296435,Ecuadorians
Q4336506,Orcadian
Q434697,Old Azeri
Q4356656,Latvian Americans
Q4357542,Bolivians
Q4357573,Rotuman people
Q4358289,Eastern Huasteca Nahuatl
Q4359289,Peruvians
Q4373398,Mozambican Portuguese
Q4380827,Mandarin with Taiwanese Hokkien accent
Q4386404,Louisiana Creole people
Q4387218,Rajasthani people
Q4400023,Mariupolitan Greek
Q4400579,Russians in Belarus
Q4400590,Russian Canadians
Q4403372,Russian Sámi people
Q4416722,Serbs in the United Kingdom
Q4418370,Siberians
Q44268,Moravian
Q4438498,Middle Armenian
Q444397,Mdewakanton
Q4444914,Kuy people
Q4449695,Tajik people in Russia
Q4450068,Thai Americans
Q445618,Banat Swabians
Q4459562,Tokyo dialect
Q44614,Taiwanese Americans
Q4461794,Trakai Karaim
Q44661,New Zealand English
Q4466166,Iranian Turkmen
Q44676,Canadian English
Q44679,Australian English
Q4468164,Cho Ro people
Q4470682,Ukrainians in the United Kingdom
Q4470683,Ukrainians in Kazakhstan
Q447117,Old Egyptian
Q4477330,Uruguayan Spanish
Q44806,Ukrainians
Q4483033,Fernandino peoples
Q4494885,Karakhanid
Q44949,Bukharan Jews
Q4498550,Chin Haw
Q450013,Thuringian dialect
Q45009,Purepecha
Q450252,Alyawarre
Q45232,history of the Jews in Finland
Q45315,Berbers
Q4533136,Etsako people
Q45594,greeting
Q457341,Asante
Q45843,Kurds in Germany
Q45914,Maya people
Q459387,Khoisan
Q46118,Uyghurs
Q461282,Yi people
Q4624,Kölsch
Q4627,Aymara
Q464237,Amhara people
Q46429,Guaraní people
Q46441,Cascading Style Sheets
Q464529,Rohingya
Q46531,Mazanderani people
Q466395,Hungarian diaspora
Q4664632,Abdal people
Q4670066,Tamasheq
Q4688840,Afemai
Q4689053,Afghan Americans
Q4689218,Afghans in India
Q4689221,Afghans in Iran
Q4689224,Afghans in the Netherlands
Q4690173,Afro-Costa Rican
Q4690175,Afro-Descendant
Q4690190,Afro-Nicaraguan
Q4690191,Afro-Paraguayans
Q4690193,Afro-Portuguese
Q4690194,Afro-Panamanians
Q4690199,Afro-Spaniard
Q4690200,Afro Trinidadians and Tobagonians
Q4690221,Afro-Venezuelans
Q4699526,Achomi
Q470003,Poles in Germany
Q47007528,Lovari Romani
Q4701277,Luri
Q47012824,Samish
Q4701435,Aklanon people
Q47015522,Nyoro-Tooro
Q4709467,Albay Bikol
Q4713742,Hmong Americans
Q47218,Ukrainka
Q47246,Erzya people
Q472834,Thai people
Q47289751,Vong
Q474202,Seminole
Q4745639,Americans in Japan
Q4745649,Americans in the United Kingdom
Q47494,Roncalese
Q47607,வினவல் அமைப்பு மொழி
Q476393,Murut people
Q4763995,Anguillian Creole
Q4770873,Dene
Q47740,Muslim
Q4775051,Antiochian Greeks
Q47805,Cossacks
Q4780828,Appalachian American
Q478289,Jews in Hungary
Q4783159,Arab Canadians
Q4783216,Arab Muslims
Q4789371,Argentine Americans
Q4793155,Armenian Australian
Q4793316,Armenians in Bulgaria
Q4793323,Armenians in Iraq
Q479977,Hungarians in Germany
Q4808552,Assateague people
Q4810479,Assyrians in Iran
Q4811101,Inuvialuit
Q481161,Italians in Germany
Q48199,Sámi people
Q4823807,Australian Americans
Q4824348,Australian Jews
Q4824499,Australian New Zealanders
Q4825260,Australians in the United Kingdom
Q4825465,Austrian Australians
Q482942,Azerbaijanis
Q483047,Uzbeks
Q483505,Tajiks
Q483569,Belarusians
Q484206,Persians
Q4842385,Bahamian Americans
Q4842404,Bahamians
Q484464,Koreans
Q484472,Turkmens
Q484479,Kyrgyz people
Q485010,Ingush people
Q4850731,Balete people
Q485150,Romanians
Q4852444,Baloch of Iran
Q485348,Bashkir people
Q4855425,Bangladeshi Americans
Q4855428,Bangladeshis
Q4858560,Barbadian Americans
Q4858564,Barbadian Canadians
Q4858580,Barbadians
Q486316,Yakuts
Q4867856,Basque Uruguayans
Q4868610,Batangas Tagalog
Q48726740,Bangali
Q48729439,Eritreans in Norway
Q48744198,Suruga dialect
Q48767245,African American English
Q48767841,Bundjalung
Q48769238,Gunwinggu
Q487796,Moldovans
Q48790436,Muruwari
Q487930,Hamburgisch dialect
Q4879371,Bedouin Arabic
Q48797661,Bailgu
Q48815936,Wirangu
Q48816328,Yugoslav Canadians
Q48818098,Kukatja
Q4882454,Belgian Canadians
Q4882995,Belizean Americans
Q4882997,Belizean Creole people
Q488326,South Kivu
Q488615,Hessian
Q4887673,Bengali American
Q4887679,Bengali Hindus
Q48897247,Minqing dialect
Q4892725,Bermudian English
Q489691,Masurian
Q489811,Andalusian Spanish
Q48988906,Moroccans in Norway
Q489924,Kaska people
Q49078,White Americans
Q49085,African Americans
Q491706,Atikamekw people
Q491709,Spokane
Q491755,Coeur d'Alene people
Q492088,Andean Spanish
Q49209,Javanese
Q4920978,Black Hispanic and Latino Americans
Q4921389,Black Nova Scotians
Q49228,Austronesian
Q492468,Russians
Q4925684,Kedah-Perak-Perlis-Penang Malay
Q492893,South Jutlandic
Q49297,Native Americans in the United States
Q4934549,Bobai dialect
Q4938201,Boholano people
Q4938422,Bois Forte Band of Chippewa
Q494355,East Frisian
Q494699,Coushatta
Q4947399,Bosnian Canadians
Q494924,Russky Island
Q49540,Latvians
Q49542,Russians
Q495751,Mi’kmaw
Q4958328,Bravanese
Q4958704,Brazilian Americans
Q4958712,Brazilian Canadians
Q4958944,Brazilians in the United Kingdom
Q4958951,Brazilians of Spanish descent
Q4969441,British Americans
Q4969468,Armenians in the United Kingdom
Q4970168,British Iraqis
Q4970177,British Jamaicans
Q4970350,British Moroccans
Q4971328,British diaspora
Q49741,Central Atlas Tamazight
Q497568,Innu people
Q497778,Berlin German
Q4978967,Bruneian Malays
Q498640,Creole
Q4988656,Maronites
Q4989843,Warlpiri people
Q499083,renaissance Latin
Q4996183,Bulgarian Americans
Q4996189,Bulgarian Canadians
Q50001,Italians
Q5017997,Cajonos Zapotec
Q501837,Mizrahi Jews
Q5025138,Cambodian Americans
Q5026440,Cameroonian English
Q5029681,Canadian Americans
Q5030922,Canadians in the United Kingdom
Q5030927,Syrian Canadians
Q5030929,German Canadians
Q503333,Hidatsa people
Q5035141,Cape Verdean Portuguese
Q503906,Moselle Franconian
Q503963,Bamar
Q504685,Bambara
Q504912,Tuscarora Nation
Q505198,Songhay
Q505674,Middle Low German
Q5061915,Central Tibetan
Q506588,Attic Greek
Q5072718,Chaná
Q508194,Lurs
Q508292,Afro-Peruvian
Q508332,Burgundian
Q50868,Egyptian
Q509276,Zoque people
Q509590,Corsicans
Q509780,Rioplatense Spanish
Q5098727,Chilean Canadians
Q510023,Paiute people
Q510032,Gros Ventre people
Q510048,Mandan
Q5100672,Chinese Trinidadians and Tobagonians
Q5101691,Chippewas of Nawash Unceded First Nation
Q5103726,Choctaw Nation of Oklahoma
Q510561,Franc-Comtois
Q510730,Bolivian Spanish
Q511035,Lorraine Franconian
Q5111,Abkhaz
Q5118412,Chuwabu
Q512355,Tzeltal people
Q5137,Gujarati
Q514123,Poitevin-Saintongeais
Q5146,Portuguese
Q5147921,Colombian Americans
Q515593,Rhaeto-Romance
Q516721,Jilu Mandarin
Q51705,Muscogee
Q5171801,Cornish Americans
Q51739,Indigenous languages of the Americas
Q5174904,Costa Rican Spanish
Q5174946,Costa Ricans
Q518188,Czech Americans
Q518365,Hungarians in Romania
Q5184219,Creoles of color
Q5187093,Croatian Australians
Q5187097,Croatian Canadians
Q5187242,Croats of Russia
Q5201739,Czech Australians
Q5201829,Czechs in the United Kingdom
Q520272,Coastal Colombian Spanish
Q520663,Germans of Hungary
Q5218,Quechua
Q5222637,Dargin
Q5228174,Davawenyo
Q523014,Muscogee
Q5232952,Taíno
Q523823,Lendu
Q52396379,Effutu
Q527141,Portuguese Venezuelan
Q5275260,Diffa Arabs
Q5285351,Djinba
Q5287,Japanese
Q528981,Ijaw people
Q5290725,Dominican Americans
Q529921,Tangale
Q530384,Dakota
Q5317460,Dutch people in the United Kingdom
Q531826,Yaghan
Q5330004,Eastern Band of Cherokee Indians
Q533109,Gottscheerish
Q533312,Koreans in Japan
Q5348373,Egyptian Americans
Q5348386,Egyptian Canadians
Q53604401,Benni
Q536116,Odawa
Q536129,Tlingit
Q5363631,Ticuna peoples
Q5372139,Nonuya
Q537784,Nuu-chah-nulth people
Q5378198,English Brazilians
Q538636,Ankole
Q539051,Greeks
Q54003999,British English: Received Pronunciation
Q5401529,Estonian Americans
Q5403534,Ethiopian Americans
Q5408188,Somali American
Q5410194,Welsh New Zealanders
Q541421,Saulteaux
Q5414796,Dholuo
Q5419075,Ewondo Populaire
Q543386,Oglala Lakota
Q5448582,Filipino Canadians
Q5448600,Filipino New Zealanders
Q5448601,Filipino Italian
Q5448617,Filipino mestizos
Q545115,Albanians in North Macedonia
Q5472034,Fort Sill Apache Tribe of Oklahoma
Q547462,Milanese
Q547748,Cahuilla people
Q5501667,French-speaking Quebecer
Q5501705,French-Canadian Americans
Q5501859,French New Zealander
Q5516174,Gacería
Q55218915,Dongolawi
Q55379913,Fa d'Ambu
Q5547994,Georgian Americans
Q55528297,Acholi
Q5555460,Ghanaian Americans
Q5555465,Ghanaian Pidgin English
Q55614727,Iwaidja people
Q55616272,Luritja
Q55663056,Waja
Q55664307,Tangale
Q5566979,Glasgow patter
Q55678442,Agworok people
Q557936,Anmatyerre
Q55840176,naturalized Japanese citizens of Korean origin
Q5601752,Greek Canadians
Q5602105,Greeks in Turkey
Q5607404,Grenadians
Q5607427,Grenadians in the United Kingdom
Q561041,German diaspora
Q56120020,Kampar
Q5614258,Guatemalan Americans
Q5618486,Gunai
Q5619893,Gurbeti
Q5621973,Guugu Yalandji
Q5622783,Guyanese Americans
Q56231,Hassaniya Arabic
Q56232,Iraqi Arabic
Q5623559,Gwere
Q56239,Bade
Q56240,Tunisian Arabic
Q56241,Margi
Q56260538,Neapolitan dialect
Q56267,Tera
Q56271585,Tokelauan people
Q56274,Bacama
Q56310,Kuy
Q56312,Marwari
Q56318,Komi-Permyak
Q56319,Tundra Yukaghir
Q56322,Lule Sami
Q56326,Karamojong
Q56339,Kipsigis
Q56368,Vaiphei
Q5637049,Hachijō dialects
Q56385,Gulf Arabic
Q5638664,Cordobés Spanish
Q56393,Ryukyuan
Q5639387,Hainan people
Q5639720,Haitian Americans
Q56415,Ume Sami
Q56417,Arapaho
Q56418,Spanglish
Q56421,Hopi
Q56422,Monégasque
Q56426,Moroccan Arabic
Q56428,Guernésiais
Q56430,Jèrriais
Q56433,Goidelic
Q56436,Nüshu
Q56440,Adi
Q56445,Sabiny
Q56463,Sámi
Q56466,Dinka
Q56467,Modern Standard Arabic
Q56469,Bukharian
Q56474,Viennese German
Q56475,Hausa
Q5648144,Hangzhou dialect
Q56482,Shan
Q56483,Laki
Q56487,Kutchi language
Q56489,Tat
Q56492,Tewa
Q56495,Judeo-Tat
Q56499,Algerian Arabic
Q56502,Samaritan Hebrew
Q56503,Libyan Arabic
Q56505,Bunun
Q56507,Alur
Q56508,Southern Thai
Q56510,Mojave
Q565110,Northern Thai
Q56513,Wichita
Q56516,Hani
Q56536,Samburu
Q56544,Kawésqar
Q56546,Huizhou Chinese
Q56552,Bura
Q56556,Aringa
Q56573,Sudanese Arabic
Q56574,Najdi Arabic
Q56583,Pu-Xian Min
Q56585,Mescalero
Q56587,Feylis
Q56590,Atikamekw
Q56592,Saʽidi Arabic
Q56593,Levantine Arabic
Q56595,Judeo-Moroccan
Q56596,Judeo-Yemeni Arabic
Q56597,Judeo-Tunisian Arabic
Q56599,Judeo-Iraqi Arabic
Q56608,Hijazi Arabic
Q56612,Samaritan Aramaic
Q56619,Tunica
Q56630,Omani Arabic
Q56631,Kiowa
Q56634,Ayoreo
Q56636,Karata-Tukita
Q56649449,Latin American Spanish
Q56664,Dimasa
Q566785,Serbs in Germany
Q56696,Swampy Cree
Q56699,Plains Cree
Q56703,Tamahaq
Q56728,Isthmus Zapotec
Q56729,Mayo
Q56751,Pawnee
Q56756,Caddo
Q56769,Jiiddu
Q56782,Angevin
Q56856,Keiyo
Q56885,Tiriyó
Q569237,Huilliche people
Q56932,Kalenjin people
Q56948,Palestinian Arabic
Q56959,Oirat
Q56975,Arbëreshë
Q57026211,Huaren
Q570450,Telugu
Q571942,Russian Mennonite
Q572665,Kanuri people
Q57303453,Mikó
Q577055,Sahrawi people
Q577576,Sotho people
Q579080,Iranian Georgians
Q579104,Korean Australians
Q579597,Narungga
Q5799878,Kurds in Sweden
Q58037263,Bassa
Q580659,Yaghan people
Q581921,Mexican Americans
Q582779,Sikh
Q5840034,Paisa dialect
Q5840049,Honduran Spanish
Q58427006,Mvog-Betsi
Q584983,Rangi
Q58525648,Brazilian japanese
Q58528268,Chinese Japanese
Q58538465,Russian Japanese
Q58635,Punjabi
Q58669,Hispanic and Latino Americans
Q58680,Pashto
Q588306,Cretan Greek
Q58843,Tuareg Amazighs
Q5885,Tamil
Q588574,Tujia people
Q58894654,American Japanese
Q5892930,Honduran Americans
Q5894222,Hong Kong Americans
Q5894342,Hong Kong Cantonese
Q59,PHP
Q5908753,Wayana
Q5916393,Czech Mexicans
Q5916636,Romanian Argentines
Q592821,Dagbamba
Q5948733,Wasco
Q5963539,Shirazi
Q597203,Indios manaós
Q5983728,Ibaraki dialect
Q598406,Ohlone people
Q5984065,Ibinda
Q5985756,Icelandic Canadians
Q60046,Nivkh people
Q6013982,Manush
Q601920,Banu Sahm
Q6021113,Indian New Zealander
Q6022567,Indian Mexicans
Q6024095,Indians in Kenya
Q6024146,Indian Singaporeans
Q6025447,Indo Caribbeans
Q6025584,Indo-Trinidadians and Tobagonians
Q602700,Hungarians in Slovakia
Q60297486,Inglés
Q603188,Ecuadorian Spanish
Q603200,Jamaican English
Q6034885,indigenous peoples in Suriname
Q604606,Pazeh people
Q605843,Friulians
Q6060176,Papiamento of curaçao
Q606616,mercheros
Q6067315,Iranian New Zealander
Q6067528,Iranians in Pakistan
Q6067976,Iraqi Canadians
Q6071699,Irish people in Japan
Q607558,Yanesha people
Q6078806,Isan people
Q60788702,Mununjali clan
Q6084310,Canarian Americans
Q6092933,Italian Scots
Q6094333,Bolivian Quechua
Q60978058,Jews in Poland
Q609817,Blissymbols
Q6099572,Ivorian Americans
Q60999418,Belgian Brazilians
Q61053330,Standard Algerian Berber
Q6105755,Alaskan Athabaskans
Q6112239,British Turks
Q612220,Gallurese
Q6122670,Māori
Q61256336,Beninese
Q6127409,Jamaican Americans
Q6127413,Jamaican Canadians
Q6127469,Jamaicans
Q6127476,African Jamaican
Q612976,Pare people
Q61361124,South Koreans
Q6144345,Southern American English
Q6158123,Australian people of Japanese descents
Q6158127,Japanese Bolivians
Q6158764,Japanese people in Hawaii
Q615948,Jewish languages
Q616620,Mexican Spanish
Q617291,Shuar
Q617315,Calabrian
Q617376,Apalachicola people
Q617614,Derung people
Q618073,Desano
Q619481,Tsou people
Q6202017,Jinan dialect
Q622728,Chickasaw
Q623215,Mixtec people
Q623783,Kusunda people
Q62414349,Birwa
Q625438,Rakhine
Q626136,Arapaho people
Q626753,Arawakan
Q627313,Mordvinic
Q6277223,Jordanian Americans
Q627897,Ga-Adangbe people
Q628490,Mountain Jews
Q63075063,Ukrainian Jews
Q63283489,Kituba (Democratic Republic of Congo)
Q633375,Karo Batak pople
Q63386746,Fort Belknap Indian Community of the Fort Belknap Reservation of Montana
Q6346637,Kagoro
Q6359692,Kamrupi
Q63644921,Spanish and English galleons foundering in stormy waters with figures watching on from a rocky coastline with a Spanish fortress beyond
Q637228,Kalenjin
Q6378899,Kaurna
Q637909,Mon people
Q637979,Swiss Americans
Q6385445,Kelabit
Q6392846,Kenyan Americans
Q640090,Kongo people
Q640605,Yamato people
Q641394,Nafana people
Q6417868,Kitara
Q6429271,Kongu Vellalar
Q6431801,Korean Brazilians
Q6433240,Sambalpuri
Q64368221,Bedouin of the Negeb
Q6442586,Kuku Yalanji people
Q6445737,Kurdish Americans
Q6445968,Kuria
Q6448936,Kuwaiti Arabic
Q646536,Mid-Atlantic accent
Q64685786,Prudnik Silesian dialect
Q6474876,Lake Babine Nation
Q648255,Kabyle people
Q6488006,Laotian Americans
Q6501380,Chinese people
Q6510834,Lebanese
Q6510842,Lebanese Americans
Q65133318,Croats in France
Q652,Italian
Q65205135,Pontianak Malays
Q65205274,Chinese people in the Land of Valencia
Q65217023,Euskera
Q65284340,Upadhyay
Q6536321,Old Ukrainian
Q6541114,Liberian Americans
Q65426440,Sepedi
Q6542849,Libyan Americans
Q65442722,Zezuru
Q65445048,Muganda
Q657993,Yemenite Jews
Q6583558,Thadou
Q6583562,Maleng
Q659307,Jicarilla Apache
Q65967295,Whites
Q660947,Hakka people
Q663389,Sudeten Germans
Q6648515,Lithuanians in the United Kingdom
Q6654,Croatian
Q665624,Hiberno-English
Q6676063,Indians in Thailand
Q668366,Mycenaean Greek
Q6693645,Lower Muskogee Creek Tribe
Q6694268,Loxicha Zapotec
Q669431,Dakhanī
Q67005943,black people
Q67080260,Wukchumni
Q672147,Swiss Italian
Q672268,Basa people
Q6723108,Macedonian Americans
Q672394,Turks in Austria
Q6730438,Maghrebi Jews
Q673161,Bouyei people
Q6733460,Mahasu Pahari
Q6741539,Indonesian Malays
Q6741676,Singaporean Malays
Q6741944,Malaysian Canadians
Q6744780,Maltese Australians
Q6747578,Mancunian
Q6747710,Mandaeans
Q6750551,Mankon
Q6772330,Maronites in Israel
Q678551,American Jews
Q679524,Pontic Greeks
Q6805114,Medan Hokkien
Q680517,Walser German
Q68182427,Red Yao
Q682079,Sundanese people
Q6826131,Mexicans in the United Kingdom
Q6826136,white Mexicans
Q682721,Osun State
Q682808,Assiniboine people
Q683045,Armenians in Syria
Q6841639,Middle Turkic
Q6842305,Midland American English
Q68518,Iroquois
Q686949,Cajun
Q687264,Ostschweizer Dialekte
Q6878624,Mission Indians
Q688348,Sursilvan
Q6888858,Modern Scots
Q6889284,Modh
Q689533,Romansh people
Q6897407,Momogun
Q6899636,Mongolian Americans
Q690126,Livonians
Q690216,Surmiran
Q690226,Vallader
Q690869,Ruthenians
Q691037,Busoga
Q6913086,Moroccan Dutch
Q6913088,Moroccan Americans
Q6913100,Moroccan Canadians
Q69257059,Sunda
Q69273607,"July 23, 1939"
Q69291843,"May 2, 1974"
Q6931573,Mudbura
Q6935055,multiracial Americans
Q6940348,Muscogee (Creek) Nation
Q6949925,Druze Arabic
Q6950626,Australian Māoris
Q695067,Colville tribe
Q695526,Tarantino
Q695740,Mulgi
Q6981120,Ngāi Te Rangi
Q698855,Carpathian Germans
Q6991742,Neo-Mandaic
Q699284,Upper Saxon
Q699483,Arrernte
Q699958,Danube Swabians
Q700469,Germans of Romania
Q701314,Burgenland Croats
Q7015203,New Zealand Americans
Q7015349,European New Zealanders
Q701676,Atayal
Q702193,German-Russians
Q7022129,Ngāti Hine
Q7022133,Ngāti Rangi
Q702220,Pennsylvania Dutch
Q7022396,Ngiti
Q7022547,Ngoni
Q7023212,Ngāi Tūhoe
Q7023216,Ngāti Apa
Q7023219,Ngāti Awa
Q7023222,Ngāti Hauā
Q7023227,Ngāti Kahu
Q7023235,Ngāti Mahuta
Q7023237,Ngāti Maru
Q7023241,Ngāti Mutunga
Q7023242,Ngāti Paoa
Q7023252,Ngāti Ranginui
